,first_name,last_name,price,above_100
110,Claudia,Anderson,160.3401593,True
111,Nicholas,Webb,18.71038619,False
112,Allison,Cooper,206.0421068,True
113,Zachary,Barnes,280.7741315,True
114,Gregory III,Hill,265.9765808,True
115,Terry,Ayers,16.51163899,False
116,Jessica,Wilson,290.4095461,True
117,Daniel,Frazier,190.3291917,True
118,Brian,Welch,218.2505083,True
119,Carol,Chavez,123.1834427,True
120,Ethan,Mcdonald,214.3503174,True
121,Gerald,Martinez,57.54786356,False
122,Eric,King,59.87926423,False
123,Sylvia,Walters,110.9463132,True
124,Jonathan,Lane,64.46710142,False
125,Matthew,Turner,180.2628702,True
126,Jeffrey,Bauer,30.51584181,False
127,Jessica,Shaffer,54.90193651,False
128,Chris,Spencer,251.3752831,True
129,Mary,Clarke,236.0529879,True
130,Timothy,Mendoza,105.9834816,True
131,Alicia,Hoffman,182.343699,True
132,Joseph,Gardner,144.8091344,True
133,Rachael,Rangel,297.9496406,True
134,Jeffrey,Harrington,194.2716338,True
135,Sophia,Randolph,158.543126,True
136,Debbie,Freeman,275.8719167,True
137,Matthew,Braun,201.7749657,True
138,Sheri,Hudson,268.3748402,True
139,Mary,King,204.0785754,True
140,Beth,Davis,155.0680648,True
141,Margaret,Castillo,193.9063244,True
142,Tommy,Sandoval,172.283041,True
143,Christopher,Hines,46.55435299,False
144,Richard,Wright,208.3596969,True
145,Michael,Brown,278.5230886,True
146,Nathan,Yu,134.1895098,True
147,Cameron,Ford,248.8921382,True
148,Carla,Hayes,265.3745759,True
149,Marissa,Matthews,136.0925777,True
150,Samuel,Thompson,237.1592416,True
151,Gary,Figueroa,168.9447684,True
152,Michael,West,146.8886849,True
153,Martin,Walton,140.3400576,True
154,Zachary,Lee,8.667301583,False
155,Christopher,Stephenson,67.01185633,False
156,Eric,Ortiz,117.7242458,True
157,Kara,Pittman,56.23964364,False
158,Andrew,Cowan,295.9391812,True
159,Rhonda,Moss,259.0397505,True
160,Sarah,Williams,92.82627714,False
161,Carolyn,Collins,236.2472888,True
162,Larry,Mooney,135.2701794,True
163,Laura,Livingston,294.2580699,True
164,Candace,Mckenzie,84.58145758,False
165,Candace,Wallace,124.7464543,True
166,Jason,White,218.4318041,True
167,Patricia,Reynolds,89.01176826,False
168,Michael,Ellison,244.4717106,True
169,Melissa,Robles,238.4560967,True
170,Heidi,Fry,109.6264717,True
171,James,Smith,163.9573856,True
172,Charles,Ruiz,48.45811847,False
173,Stephanie,Green,9.144974191,False
174,Stacey,Garcia,106.6192039,True
175,Glenda,Burke,206.3635063,True
176,Zachary,Alvarez,104.052369,True
177,Rachel,Shaw,2.448211506,False
178,Carmen,Beard,269.623685,True
179,Tony,Daniels,186.9035775,True
180,Randy,Mora,70.74105982,False
181,George,Aguirre,128.9497508,True
182,James,Miller,297.0405639,True
183,Jacqueline,Williams,17.30622156,False
184,April,Taylor,121.2898903,True
185,Robert,Johnson,131.6237779,True
186,Gary,White,280.9706506,True
187,Kim,Lowe,192.7758756,True
188,Samantha,Jones,136.3415564,True
189,Randy,Lozano,16.30104965,False
190,Arthur,Chavez,6.903795238,False
191,Melissa,Miller,162.6066945,True
192,Leslie,Mccormick,282.5021066,True
193,Carlos,Rubio,63.21802404,False
194,David,York,86.53219266,False
195,Gabriella,Anthony,7.638645405,False
196,Olivia,Poole,117.854172,True
197,Wayne,Wilson,74.67047228,False
198,Elizabeth,Moore,267.3988136,True
199,Janice,Campbell,33.4533981,False
200,Julie,Johnson,63.64156782,False
201,Misty,Cantrell,189.0392091,True
202,Robert,Soto,109.0138357,True
203,Brenda,Cowan,60.84957659,False
204,Kelly,Guerrero,259.5112157,True
205,David,Nichols,19.48524858,False
206,Kayla,Taylor,186.2356283,True
207,Antonio,Garcia,125.4772126,True
208,Tyler,Cisneros,186.5898295,True
209,Jillian,Crawford,158.8172773,True
210,Karl,Pierce,132.7746811,True
211,Joann,Taylor,276.9621962,True
212,Jennifer,Jenkins,59.12858208,False
213,Nancy,Brown,78.87073418,False
214,Emma,Munoz,120.8428757,True
215,Shawn,Galloway,141.0298622,True
216,Melissa,Mcguire,213.0821204,True
217,Bryan,Chavez,125.396156,True
218,Fernando,Salazar,256.1537305,True
219,Megan,Moore,251.3477985,True
220,Robert,Williams,175.209725,True
221,Dennis,Sanford,29.45043264,False
222,Kimberly,Herrera,154.8076505,True
223,Gloria,Potts,289.1049353,True
224,Suzanne,Barnett,8.470995351,False
225,Leah,Myers,44.5579739,False
226,Kylie,Thomas,13.45341602,False
227,Amanda,Murphy,50.55321552,False
228,Christopher,Matthews,282.3634971,True
229,Nicole,Parks,52.28399767,False
230,Bobby,Martin,205.4899695,True
231,Kevin,Chambers,121.1711016,True
232,Kimberly,Lawson,250.2880742,True
233,Rachel,Lopez,101.8881123,True
234,Christopher,Clay,219.3845088,True
235,Daniel,Martin,30019336.0,True
236,William,Taylor,66.55747014,False
237,Steven,Johnson,111.293282,True
238,Daniel,Miller,80.57756789,False
239,Taylor,Bryant,187.6315408,True
240,Lauren,Jones,194.7926312,True
241,Lindsey,Robertson,22.73764686,False
242,Allison,Thomas,168.3334975,True
243,Vernon,Bishop,216.1870446,True
244,Susan,Parsons,132.918526,True
245,Brady,Snyder,210.3960863,True
246,Brent,Mcgrath,174.6983567,True
247,Peter,Smith,278.6080181,True
248,Deborah,Fox,248.1228234,True
249,Heather,Collins,147.4274074,True
250,Phillip,Meyers,102.7977472,True
251,Nicholas,Hubbard,275.4008364,True
252,Misty,Ramirez,62.31681444,False
253,Scott,Johnson,85.87388958,False
254,Jay,Nixon,253.4674787,True
255,Tony,Hall,61.19716522,False
256,Taylor,Smith,41.49264584,False
257,Mark,Reynolds,70.49794436,False
258,Marilyn,Christensen,155.4854533,True
259,Denise,Atkins,185.451601,True
260,Melissa,Gonzales,228.0025997,True
261,Henry,Hoffman,229.6628876,True
262,Daisy,Davenport,59.52753518,False
263,Christopher,Paul,122.7131699,True
264,Kevin,Craig,148.2010516,True
265,Natalie,Coleman,122.1440452,True
266,Jeremy,Strickland,130.8435662,True
267,Gary,Bonilla,162.6152534,True
268,Amanda,Richards,236.5957164,True
269,Heidi,Perez,245.1757228,True
270,Robert,Johnson,174.6922346,True
271,Gary,Mills,183.8363212,True
272,Chelsea,Caldwell,16.12083718,False
273,John,Frye,223.2774175,True
274,Michael,Strong,220.4122322,True
275,Christopher,Delgado,85.78279752,False
276,Whitney,Wallace,253.4556183,True
277,Rebecca,Martinez,59.68320226,False
278,Marissa,Mccoy,116.9634653,True
279,Ricky,Kerr,38.99584409,False
280,Anna,Campbell,249.9213404,True
281,Marie,Walters,73.38808729,False
282,Robert,Martin,38.22288302,False
283,Marc,Davis,162.2802619,True
284,James,Dixon,159.3794328,True
285,Vicki,Ramirez,186.1602427,True
286,Krista,Campbell,161.2338436,True
287,Lauren,Patterson,170.2123273,True
288,Megan,Clark,290.2581556,True
289,Judy,Zimmerman,219.5888255,True
290,Joseph,Williams,210.7841859,True
291,Lori,Acevedo,210.6602899,True
292,William,Taylor,275.6331763,True
293,Dawn,Snyder,248.9840417,True
294,Jennifer,Simmons,80.68353707,False
295,Alyssa,Nunez,163.8009002,True
296,Robert,Black,63.92800482,False
297,Julia,Young,239.2396683,True
298,Melinda,Barnes,227.2506352,True
299,Brett,Armstrong,154.1341836,True
300,Erik,Stevenson,246.0040722,True
301,Daniel,George,34.80089308,False
302,Lindsey,Jones,197.7020395,True
303,Virginia,Lopez,227.4255915,True
304,Andrew,Brown,92.88318049,False
305,Donna,Lowery,264.8326094,True
306,Alexis,Andrade,6.313985183,False
307,Alyssa,Pierce,47.74032516,False
308,Tara,Johnson,38.26768696,False
309,Michael,Brady,162.0594322,True
310,James,Rhodes,51.92414009,False
311,Pamela,Scott,42.43333392,False
312,Martin,Ward,170.9498248,True
313,Kristina,Hernandez,107.6915718,True
314,Robert,Bush,87.18004191,False
315,Rebecca,Larson,214.3895725,True
316,Brittany,Watson,190.520018,True
317,Ryan,Ramirez,249.7287913,True
318,Edward,Burns,87.64996993,False
319,John,Prince,31.73842034,False
320,Ashley,Boyer,107.6625992,True
321,James,Dean,61.6954542,False
322,Natalie,Gordon,268.2800094,True
323,Ryan,Smith,136.207813,True
324,Stephen,Thompson,54.29639714,False
325,William,Delgado,96.25442517,False
326,Brian,Johnson,124.929208,True
327,James,Patel,216.6056429,True
328,Allen,Rogers,145.4342467,True
329,Aimee,Reyes,277.6656815,True
330,Susan,Williams,255.2153532,True
331,Edward,Griffin,108.6205222,True
332,Debra,Baker,296.5003089,True
333,Yvette,Kramer,279.9371174,True
334,Alyssa,Williams,270.8972241,True
335,John,Cunningham,173.0242833,True
336,Dana,Gilbert,86.51917139,False
337,Stephen,Henry,146.1515578,True
338,Bradley,James,137.9824935,True
339,Melinda,Peters,16.83003044,False
340,Robert,Goodman,213.5423984,True
341,Leslie,Moore,195.9630799,True
342,Sarah,Gray,270.7947288,True
343,Amy,Haynes,258.5062773,True
344,Gary,Dean,184.425152,True
345,Jonathan,Duran,224.5361417,True
346,Elizabeth,Ruiz,124.6694495,True
347,Caitlin,Lewis,196.3598959,True
348,Micheal,Blackburn,10.44317525,False
349,Sheryl,Mccarthy,159.9519731,True
350,Lisa,Smith,150.9122679,True
351,Jared,Juarez,247.5606457,True
352,Brett,Castro,217.3328585,True
353,Jessica,Murray,175.3022184,True
354,Austin,Coffey,16.25913962,False
355,Shelly,Jacobs,3.856762052,False
356,Elizabeth,Logan,298.7423281,True
357,Cody,Anderson,128.0814967,True
358,Kayla,Wood,256.052876,True
359,Paul,Singh,157.9636169,True
360,James,Mays,245.2433072,True
361,Thomas,Moore,244.5914982,True
362,Linda,Pacheco,299.604007,True
363,Jenny,Clark,66.32311808,False
364,Patrick,Guzman,223.4965981,True
365,Scott,Peters,229.487331,True
366,John,Stevenson,23.09927229,False
367,Kristina,Brooks,154.6805826,True
368,Nancy,Aguilar,63.38787527,False
369,Robert,Brown,132.7329536,True
370,Jessica,Williams,255.9581577,True
371,David,Brown,290.5944806,True
372,Dorothy,Munoz,242.56454,True
373,Jason,Lawson,76.09246622,False
374,James,Hall,167.9698314,True
375,Patricia,Carpenter,46.08147123,False
376,Jeff,Cardenas,64.36052627,False
377,Michelle,Johnson,19.18945036,False
378,Frank,Madden,17.34021424,False
379,George,Tanner,291.4292653,True
380,Dylan,Johnson,40.65328581,False
381,Pamela,King,282.4817647,True
382,Jesse,Frazier,95.66568525,False
383,Edward,Russell,103.2235913,True
384,Diana,Mcdonald,183.096436,True
385,Randy,Dawson,192.1441514,True
386,Jasmine,Williams,286.1692336,True
387,Robert,Smith,124.219007,True
388,Sara,Young,183.9944858,True
389,Samantha,Gonzalez,205.5899257,True
390,Christina,Torres,286.2681619,True
391,Maria,Bailey,141.9076294,True
392,Charles,Bartlett,94.22658657,False
393,Natalie,Parker,238.0161589,True
394,Paula,Hernandez,48.88381678,False
395,Jessica,Jenkins,14.94777896,False
396,w,Henson,223.0761309,True
397,Michael,Davis,17.98090899,False
398,Ian,Ramos,23.68465648,False
399,Anna,Wright,235.5824596,True
400,Ashley,Anderson,74.40865878,False
401,Jennifer,Wright,298.1278773,True
402,Nicole,Lopez,67.72888616,False
403,Tara,Ellis,21.92761435,False
404,Hannah,Elliott,42.35003061,False
405,Gavin,Rodriguez,116.3664242,True
406,Johnny,Jackson,291.5968901,True
407,Martin,Garrett,147.0670556,True
408,Terri,Hayes,167.3609673,True
409,Adam,Huang,260.8409357,True
410,Carolyn,Garner,104.4106535,True
411,Lisa,Lee,130.2202511,True
412,Rodney,Escobar,8.711600244,False
413,Michael,Johnson,144.5450063,True
414,Michelle,Carter,55.94822858,False
415,John,Dunn,81.5436983,False
416,Terry,Pierce,297.8661824,True
417,David,Buck,258.7910904,True
418,Jennifer,Newman,149.3096363,True
419,Cynthia,Lee,246.5934196,True
420,Sylvia,Clark,299.5252351,True
421,Joseph,Taylor,86.08285036,False
422,Kathleen,Barton,37.4218087,False
423,Michael Jr,Harris,52.86340979,False
424,Eric,Benson,172.1967218,True
425,Curtis,Butler,44.51322087,False
426,Brittany,Le,51.04878875,False
427,Jeremiah,Sims,101.161794,True
428,David,Davis,290.4227547,True
429,Tiffany,Bond,181.4895479,True
430,Patricia,Chen,61.60059465,False
431,William,Crawford,181.7603749,True
432,Christina,Roberts,29.28680092,False
433,Jerome,Scott,232.1441336,True
434,Jeffery,Walker,272.0840276,True
435,Todd,Alvarez,212.1733632,True
436,John,Henry,223.9911858,True
437,James,Miles,156.3675778,True
438,Michael,Downs,31.19720611,False
439,Kayla,Wheeler,6.095911005,False
440,Charles,Martin,161.2752287,True
441,Harold,Bennett,135.042355,True
442,Michael,Swanson,200.3923528,True
443,Janet,Mcdonald,79.80353707,False
444,Brett,Willis,244.4064115,True
445,Jacob,Smith,27.92322882,False
446,Alexa,Webb,167.5688585,True
447,Louis,Klein,40.12200004,False
448,Tony,Yu,15.74238645,False
449,Lisa,Goodman,121.0784096,True
450,Kimberly,Hernandez,36.97352302,False
451,Phillip,Friedman,145.8418308,True
452,Brian,Lam,2.900394487,False
453,Kristin,Wilkins,251.8510287,True
454,Joshua,Lynch,188.878111,True
455,Blake,Mclaughlin,276.6512157,True
456,Billy,Olsen,10.00480704,False
457,Shawn,Brock,179.6158086,True
458,Danielle,Jones,222.6952076,True
459,Jim,Gomez,60.12919733,False
460,Sabrina,Henderson,178.7453853,True
461,David,Pennington,245.3184012,True
462,Deborah,Williams,137.015971,True
463,Stephanie,Bowman,227.0047204,True
464,Joseph,Frazier,176.4533023,True
465,Ryan,Mclaughlin,249.864376,True
466,Tony,Hall,135.8550959,True
467,Timothy,Martin,289.2653637,True
468,John,Obrien,261.8481216,True
469,Barbara,Johnson,53.80589508,False
470,Brandon,Marshall,139.8477827,True
471,Carrie,Miller,11.55550873,False
472,Samantha,Dean,261.6193407,True
473,Jamie,Wilson,87.74932378,False
474,Carlos,Acosta,236.6035296,True
475,Amy,Bennett,228.7494578,True
476,Dominique,Wells,116.6435954,True
477,Sarah,Bright,237.5160783,True
478,Michael,Barton,111.5883392,True
479,Rebecca,Anderson,172.3062642,True
480,Megan,Riggs,31.41542458,False
481,Whitney,Andrews,44.1176993,False
482,Catherine,Jones,127.0135122,True
483,William,Andrews,236.2180763,True
484,Kathleen,Edwards,158.3239538,True
485,Roger,Frost,220.4688874,True
486,Justin,Johnson,255.8491608,True
487,Valerie,Young,265.1702577,True
488,Samantha,Perez,239.9469797,True
489,Devin,Allen,72.15833791,False
490,Stephanie,Little,238.9238728,True
491,Melanie,Miller,27.5070475,False
492,Erica,Beck,2.408526397,False
493,Toni,Dunn,168.373362,True
494,Eric,Dunn,211.8975891,True
495,David,Jackson,169.3550529,True
496,Melanie,Gates,94.66629008,False
497,Heather,Pierce,17.41061969,False
498,Jordan,Lewis,153.0146174,True
499,Michele,Johnson,255.7149801,True
500,Samantha,Ryan,249.4925261,True
501,Christopher,Hudson,201.9997518,True
502,Zachary,Williams,106.5992164,True
503,Donna,Davis,66.72879991,False
504,Jordan,Erickson,237.7720748,True
505,Christopher,Nolan,88.7427826,False
506,Evelyn,Hanna,11.36458787,False
507,Jason,Johnson,250.2314702,True
508,Barbara,Caldwell,224.7115849,True
509,Ronald,Huff,7.220543464,False
510,Holly,Norris,216.2305109,True
511,Derrick,Carter,11.83791299,False
512,Kenneth,Golden,285.8508169,True
513,Grace,Edwards,70.08655795,False
514,Jonathan,Rios,57.71259736,False
515,Mackenzie,Miller,265.5941732,True
516,Tammy,Taylor,138.8559857,True
517,Reginald,King,207.3305606,True
518,Matthew,Fletcher,130.5591612,True
519,Elizabeth,Jordan,177.7124355,True
520,Sally,Santiago,45.11902986,False
521,James,Johnson,12.89573538,False
522,Jason,Saunders,242.8437386,True
523,Carol,Hernandez,4.624370641,False
524,Kendra,Dawson,291.5212704,True
525,James,Hess,58.42698092,False
526,Michael,Stokes,25.51886602,False
527,Jeffrey,Martinez,147.6903791,True
528,Joseph,Bell,102.9874282,True
529,Pamela,Black,140.719389,True
530,Robert,Jordan,100.4711011,True
531,Kathy,Baker,263.5511899,True
532,Brian,Bailey,115.3628316,True
533,Mitchell,Clark,190.2857937,True
534,Kelly,Mcintyre,168.7344269,True
535,Susan,Ali,260.5821259,True
536,Latoya,Gonzales,205.0424222,True
537,Olivia,Mayo,251.5393163,True
538,Thomas,Anderson,221.0320214,True
539,Todd,Jennings,182.3938507,True
540,Paul,Dixon,22.25760841,False
541,Julie,Torres,130.6787559,True
542,James,Miller,202.2296492,True
543,John,Howard,80.73869922,False
544,Anne,Savage,134.0405497,True
545,Richard,Wilson,226.8917134,True
546,Amber,Esparza,187.5777824,True
547,Todd,Armstrong,99.18946135,False
548,Aaron,Richardson,118.4556824,True
549,Gregory,Pollard,234.1382368,True
550,Jon,Butler,225.7678307,True
551,Chelsea,Madden,116.6229213,True
552,Misty,Ramos,234.0837103,True
553,Ryan,Murphy,233.787281,True
554,Brittany,Sandoval,259.1615163,True
555,Rose,Stanton,132.5843724,True
556,Kristen,Banks,287.0092393,True
557,Julia,Stokes,140.3125662,True
558,Paul,Phillips,186.004365,True
559,Amber,Thompson,128.4038652,True
560,Valerie,Norton,278.473292,True
561,Adam,Parker,228.1780449,True
562,Jennifer,Gonzales,201.9577223,True
563,Jacqueline,Hernandez,260.086074,True
564,Cory,Walker,276.8951661,True
565,Jennifer,Miller,220.5202145,True
566,Dawn,Bond,270.3604905,True
567,Tara,Daniel,247.6926552,True
568,Rebecca,Thompson,136.4907152,True
569,Victor,Serrano,260.1217048,True
570,Elizabeth,Bell,55.220858,False
571,Julie,Coleman,122.6292673,True
572,Jennifer,Brown,8.634621797,False
573,Jessica,Moore,266.6472363,True
574,John,Ramirez,160.9401531,True
575,Becky,Hall,271.1221772,True
576,Christine,Smith,295.80399,True
577,Christopher,Osborne,146.2329234,True
578,Jacob,Hernandez,7.999586638,False
579,Jennifer,Rogers,128.5133967,True
580,Tammy,Young,19.64948762,False
581,James,Lewis,56.04829693,False
582,Charles,Stanley,74.1148732,False
583,Christina,Garcia,85.95341522,False
584,Heather,Davis,74.29698857,False
585,Ashley,Fuentes,228.8808044,True
586,Jorge,Brown,2.668016258,False
587,Sierra,Park,205.5258599,True
588,Todd,Miller,272.9947016,True
589,Jeffrey,Sanchez,71.25953585,False
590,Crystal,Luna,99.9830512,False
591,Devin,Flores,60.75152093,False
592,Bianca,Martin,123.5356854,True
593,Danielle,Snyder,26.67738087,False
594,Edward,Carney,265.0690245,True
595,Joseph,Grimes,268.7529259,True
596,April,Fowler,164.807737,True
597,Michelle,Mccoy,145.0996084,True
598,Alicia,Stone,21.30617961,False
599,Micheal,Lloyd,215.1732624,True
600,Richard,Ortiz,148.9167449,True
601,Jasmine,Reyes,44.61653265,False
602,Tony,Smith,114.4025946,True
603,Mary,Melton,198.305836,True
604,William,Griffin,146.0813867,True
605,Scott,Vargas,58.25361228,False
606,Adam,Guerra,13.06034675,False
607,Christina,Vang,215.2971497,True
608,Nicole,Williams,189.1902467,True
609,Erica,Powers,142.7933784,True
610,Angela,Garcia,175.2561835,True
611,Melissa,Brown,257.9026846,True
612,John,Santiago,55.75051528,False
613,Donald,Nelson,20.74710164,False
614,Misty,Bell,263.0063735,True
615,Vanessa,Barnes,81.07265035,False
616,Brian,Austin,212.6489366,True
617,Jeffrey,King,252.2896877,True
618,Levi,Vaughn,142.1224476,True
619,Melanie,Blake,244.2496518,True
620,Marvin,Franklin,219.6697621,True
621,Angela,Massey,110.5922776,True
622,Lisa,Cole,202.2032766,True
623,George,Stark,103.6304844,True
624,Jeffrey,Salas,232.9586528,True
625,Richard,Reeves,85.83249893,False
626,Heather,Maldonado,292.4101672,True
627,Shelly,Mcdaniel,267.5668047,True
628,David,Ryan,80.92148227,False
629,Tyler,Trevino,75.70611538,False
630,Christina,Jackson,155.4855824,True
631,Jodi,Peterson,20.74948998,False
632,Melissa,Carney,42.0237226,False
633,David,Cole,113.4241367,True
634,Ricardo,Weber,215.4765291,True
635,Jessica,Mckenzie,280.9707751,True
636,James,Ramirez,36.28177824,False
637,Jeffrey,Wise,77.17375689,False
638,Brandy,Fisher,169.5800524,True
639,Renee,Barrera,246.0147811,True
640,Melanie,Wiggins,14.97387711,False
641,Alexander,Mckee,171.6037468,True
642,Sheryl,Hill,9.161919917,False
643,Sandra,White,272.9878419,True
644,Christopher,Thompson,22.06905227,False
645,Daniel,Smith,130.7526411,True
646,Theresa,Johnson,61.15255402,False
647,Kristopher,Cunningham,127.4296829,True
648,Nathan,Morgan,166.2127571,True
649,David,Murray,110.6025674,True
650,April,Taylor,2.033803094,False
651,Daniel,Herrera,245.1409137,True
652,John,Mcpherson,200.3253003,True
653,Scott,Simmons,44.45087327,False
654,Gary,Tran,86.68368261,False
655,Erica,Vaughn,289.7922876,True
656,Jennifer,Peterson,179.3599432,True
657,April,Mccormick,219.6090619,True
658,Justin,Davis,39.14509514,False
659,Julia,Hall,163.1533708,True
660,Anna,Cunningham,188.9376293,True
661,Jacob,Stevens,233.2257703,True
662,Jerry,Payne,169.6238126,True
663,Mark,Collins,117.6222818,True
664,Benjamin,Clark,93.10220462,False
665,Lisa,Norton,17.32317763,False
666,Christopher,Smith,81.45143196,False
667,Mary,Myers,37.44740126,False
668,Stephanie,Skinner,6.450115409,False
669,Dave,Kelly,121.9757295,True
670,Patricia,Gallagher,196.371178,True
671,Shaun,Holloway,39.44032807,False
672,Marc,Love,262.2720982,True
673,Michael,Mayer,41.42900813,False
674,Mason,Rodriguez,162.7919652,True
675,Jason,Payne,83.2794627,False
676,Johnny,Hicks,74.9443794,False
677,Lisa,Rodgers,32.10622464,False
678,Sarah,Tyler,87.15157534,False
679,Brian,Rodriguez,26.0816515,False
680,Charlene,Jones,246.885328,True
681,Scott,Lawrence,227.6139565,True
682,Carol,Patrick,140.4516807,True
683,Jessica,Gibson,60.11999568,False
684,Linda,Sullivan,4.597577836,False
685,Donna,Carrillo,237.8259111,True
686,Scott,Baker,227.4705054,True
687,Brian,Jensen,174.9671222,True
688,James,Sosa,81.43216331,False
689,Veronica,Zavala,51.45914813,False
690,Jenny,Fields,186.1692976,True
691,George,Monroe,230.8455603,True
692,Michael,Smith,153.7056177,True
693,Kevin,Oliver,190.3976967,True
694,Nicholas,Mejia,13.52272289,False
695,Phillip,Logan,169.7231774,True
696,Jamie,Jackson,299.1846576,True
697,Thomas,Alvarez,72.23090551,False
698,Kaitlin,Lawson,116.9434704,True
699,Carlos,Wagner,268.2158202,True
700,Christopher,Anderson,45.61401189,False
701,Roberto,Sparks,113.7675985,True
702,Julie,Oneal,214.0692547,True
703,Megan,Friedman,240.3518353,True
704,Cheryl,Taylor,96.58849728,False
705,Jeffrey,Hatfield,241.5103666,True
706,James,Phillips,18.9820537,False
707,Jessica,Moore,128.9224193,True
708,Eric,Richards,79.96034999,False
709,Rebecca,Mitchell,240.7557103,True
710,Anna,Patrick,158.13197,True
711,Eric,Schmidt,197.3438304,True
712,Mark,Campbell,156.8947774,True
713,Taylor,Oconnell,190.5868648,True
714,Debra,Peters,70.77282649,False
715,Richard,Anderson,99.64762699,False
716,William,Russell,201.2067577,True
717,Ryan,Mcdaniel,245.9720704,True
718,Jacqueline,Frazier,191.7286603,True
719,Steven,Stuart,32.13545499,False
720,Emily,Rodriguez,90.35267623,False
721,Ryan,Perez,28.24313981,False
722,Lauren,Hahn,287.3152387,True
723,Megan,Lopez,127.4434204,True
724,Matthew,Lucero,194.0146142,True
725,Joseph,Perez,52.96715715,False
726,Kimberly,Wright,153.6378606,True
